Genes	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-A4_1_8446.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-B4_1_8447.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-C4_1_8449.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_AST_50cell_S2-D4_1_8455.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-A1_1_8441.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-B1_1_8442.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-C1_1_8452.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_GSC_50cell_S2-D1_1_8456.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-A7_1_8453.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-B7_1_8454.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-C7_1_8448.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MAC_50cell_S2-D7_1_8451.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-A10_1_8443.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-B10_1_8444.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-C10_1_8445.d	E:\202406_Spheroid\ULT0076_20250219_NormoxiaBaseline4CellType\Normoxia_MIC_50cell_S2-D10_1_8450.d
AHDC1	7357.14	7152.79	6944.74	5749.72	2355.75	3327.87	2645.14	3144.38	2819.39	2222	2604.8	3014.84	3058.96	1836.96	1550.98	2274.68
AHNAK	815735	950037	843714	936379	256098	250015	250721	264815	207398	156451	194067	174586	150079	150789	160262	148623
AHNAK2	157506	153073	141491	152686	21706.6	20333.6	21556	22415.1	105240	18909.9	14644.2	8999.04	14944.9	4269.74	9769.77	12743.9
AHR	16686	21769.7	15085.5	15977.2	1424.58		1562.33		3050.73	2873.49	3017.07	4173.92	4463.82	4547.32	4283.42	4073.13
AHSA1	38500.2	49491.8	49678.8	42508	56450.9	48903.5	39438.4	47997.8	46503.8	48304.9	42913.1	41879	48231	52833	48622.6	50042.9
AHSG			1538.52	386.316					4541.81	6692.92	5742.54	5079.83		2864.66	648.492	671.318
AIDA	20455.1	20543.7	20303.3	24341.8	7523.39	8123.53	9441.68	9197.02	6177.79	6971.58	6958.5	6226.49	5685.4	4483.1	3897.96	4456.31
AIF1			10379.5	10717.8					70798.6	110320	83299.6	84341.4	59217.8	105651	87413.9	77338.6
AIFM1	29366.6	32066.4	31827.7	28508.5	59572.9	66429.5	42627	48378	76634.9	70180.5	69175.5	78107.9	82819.3	79917	85355.9	82907.4
AIFM2					6855.4	7294.27	6930.85	7215.24	3886.95	2946.11	3326.24	2902.03	2040.24	3392.97	2801.83	2511.35
AIMP1	61086.2	64629.3	61096.2	58280.5	44629.6	52125.5	48155.6	51451.9	52211.1	51869.7	49711.4	55264.6	56975.7	63163.5	65207.9	64735.5
AIMP2	22751.3	25605.1	16422.8	23399.5	15607.8	23188.9	12135.5	10298.5	29335	29116.6	21420.4	24343.1	29898.1	30877.7	38956.6	25688.4
AIP	49523.7	54863.5	46238.5	51805	49510.5	50999.7	46272.3	48139.8	43994.7	49911.6	38991.5	54863.8	42728.5	55431.5	51304.1	44086.5
AK1	131174	135252	90473.8	119812	72567.7	68796.2	61353.5	62569.7	45921.2	54008.3	48889.1	52393.8	44665	39328	39786.8	42455.1
AK2	69648.7	100338	90211.3	92670.7	131613	152291	147907	161879	165862	197961	154071	190349	277627	297897	268732	258045
AK3	49178	55656.8	38695.8	45380.4	30223.1	25255.2	23205.5	20165.2	55809.2	41704.2	49312.2	52224.3	75037.5	55901.9	64647.5	64589.2
AK4	29667.7	31933.8	39946.6	36971.4	8532.72	5175.01	5401.53	8326.85	4583.72	3808.84	5348.44	4885.57	3140.05	4055.7	2798.49	4667.28
AK5	2611.58	2520.78	3424.39	3492.23		628.794		825.117								
AK6		1842.04	1116.43	2237.36		1084.05			1868.26	2692.37	2149.15	1334.52	1476.89	1770.56	1882.88	980.917
AKAP1	3980.02	3637.61	3062.59	2251.98	9662.62	8432.45	11531	9394.78	7458.2	6776.73	8330.32	7767.3	8387.05	5950.02	6395.49	7293.47
AKAP10	3702.86	4115.92	2890.24	3714.18	4934.42	5120	3459.29	2736.93	5283.62	4791.1	5162.35	6000.55	4272.19	5228.53	4006.98	4810.2
AKAP11	4932.69	4923.14	4348.65	4729.01	3591.28	3839.43	4530.77	4314.91	7473.85	7710.67	7779.73	8708.48	5303.38	4662.07	4118.47	4502.32
AKAP12	139773	200247	146872	153490	57301.3	53782.9	65473.2	54855.7	30291.6	5897.06	8375.76	2741.69	12410.1	17934	14415.8	9270.37
AKAP13	8985.56	8238.78	8765.4	8257.59	9803.33	10714.6	9905.8	10672.7	8117.2	8079.02	8117.88	8954.25	8612.48	8223.15	7872.63	8881.46
AKAP17A	9960.37	10981	10109.5	10409.5	11335	11340.5	10673.6	10229.5	8972.3	8816.51	8141.46	10009	8535.16	7812.54	8065.75	8762.49
AKAP2	46164.1	51139.1	41850.7	48194.9	8057.53	10344.3	9067.36	7740.95	2766.96	2714.76	5142.09	1650.32			1658.93	3330.2
AKAP8	10513	9381.05	8061.85	7964.69	9806.25	9075.23	9193.88	9514.74	10833.4	8417.05	8343.73	9752.82	11120.1	10183.4	10111.6	10343.3
AKAP8L	6829.29	5959.1	5987	5487.59	4916.61	5783.88	5429.45	4856.9	4516.89	4441.77	5816.88	5677.93	6506.3	4368.91	5462.37	6235.38
AKAP9	12611.9	11228.2	11427.8	9830.39	12582.6	11339.8	11687.1	11194.2	9675.21	7185.8	10005	10307.9	11585.1	7892.43	7867.64	10612
AKR1A1	116012	114643	109645	91744.4	71064.5	84952.4	72509	67386.5	298584	315174	297271	290084	275453	307316	342580	290740
AKR1B1	37833.4	41389.7	36453.8	36017.7	132898	180207	166621	159400	117798	107609	88426.6	131208	89273.7	71032.2	83717.4	77599.9
AKR1B10					9237.18	6714.33	8750.15			6258.49	12482.5	10712				
AKR1D1	3480.65		4406.26										10307.5			
AKR7A2	11416.3	10625.9	19353.3	9695.7	7051.06	6881.89	6471.02	5389.33	18866.1	25760.3	26655.9	20646	19455.6	23681.1	21863.1	25645.5
AKT1	19152.2	16556.2	22294.7	16008.4	11507.2	13178.7	10278.4	8630.15	16421.6	14141.5	17693.1	15913.7	15130.8	12768.4	14988.3	15599.8
AKT1S1	27060.5	27371.3	15207.5	28532.8	6266.78	8789.41	7308.38	7294.36	8063.62	10502.1	10631.3	13372.7	9348.39	6191.02	7880.21	8653.29
AKT2	19733.5	16984.1	23672	20030.8	12016.4	15628.2	12305.2	15266.8	20732	21608.3	26526.5	21089.3	22556	21853.6	19602.7	21733.4
AKT3	3311.09	2791.74	2659.23	3075.94	3134.79	2411.06	2206.36	1786.38						1614.45		
ALAD		1381.26		2295.64		1428.16			2558.34	3192.1	3859.35			5952.62	3217.59	2723.79
ALAS1	1958.75	1294.24	1415.24	1868.96	1980.23	1873.64	3264.08	2503.52	2038.7	2436.12	1801.6	1682.06	2349.25	2099.9	1694.41	2141.14
ALB	512158	199636	235566	57670.6	90214.7	85977.8	88919.5	247329	379332	365003	530649	499122	214977	385455	286030	222055
ALCAM	31427.4	28971.9	34555.4	37588.1	16050.8	17579.1	14740.8	16763.6	9297.58	6664.86	10779.6	10023.9	18926.5	15465.1	23073.4	18482.2
ALDH16A1	19959.4	21718.2	19472.1	19358.5	11225.7	9145.71	11791.2	13665.1	70597.6	78610.1	52957.8	72071.9	55518.3	59356.7	56597.7	50674.7
ALDH18A1	88760.3	100821	110963	102414	45716.5	55260.5	58286.1	52123.9	23832.6	23736.6	28812.3	23824.2	30962	32596.1	32518.5	34868.2
ALDH1A1	6634.67	4640.16	3369.06						38189.6	29193.3	22101.8	15866.5	9334.04	3682.94	4388.8	1583.29
ALDH1A2	11720	17640.2	10566.5	19366.1	8442.98	15957.4	22514.2	28241	16700	11107.8	24105.8	14398.7	25197.8	17792.4	35525.5	34067.2
ALDH1A3	1597.33	14392.1			32975.9	40635.7	37135.7	35843.8				14653			2567.36	
ALDH1B1	23579.9	27761	27843.1	28883.6	22568.8	22224.5	19325	19306	9458.2	6757.43	8572.8	10350.4	12139.3	10192	10930.6	11091.6
ALDH1L2	106618	132003	132273	122997	14172.9	17059.3	11103.9	14109.2	9511.46	7309.39	6840.77	12899	26626.6	29504.9	27849.4	30476.8
ALDH2	61340.5	91837.6	101176	69877.2	66973.9	79518.7	72938.9	76396.5	44634.4	47226.6	40835.9	40298.5	230533	260762	249220	213033
ALDH3A1	11226.3	7443.35	12066.3		5272.54		3579.52		6041.35	4875.26	6487.1	9834.1	16163.6	6174.33	4948.08	4970.66
ALDH3A2	27699.4	27171.6	27339.6	21239.4	38851.2	31867.6	32553.6	34295.3	25627.5	23399.2	23062.3	22786.1	26642.3	24216.9	20224.4	23357.3
ALDH3B1					7260.98	4686.2	6701.26	5156.23	14499.5	9478.69	14183.2	15391.9	8136.44	7825.63	5954.74	7525.36
ALDH4A1	17861	18016	13327.5	14485.2	16563.4	15986.2	15444.8	18528.5	50596.9	44736.4	42516.2	46922.6	21113.2	16528.6	16129.1	20069.7
ALDH5A1	13153.7	13412.6	12984.5	12324.6	18815.9	16513.9	16981.1	20168.2	8884.04	7277.87	8492.68	11432.6	18493.7	6447.72	9501.87	18299.7
ALDH6A1	16827.5	16680.1	14732.6	12589.5	17652.6	19252.2	17101.1	13746.4	33269.4	27278.7	27758.8	33178.9	25435.4	16808.8	18298.5	21884.8
ALDH7A1	78408.4	90072.7	103060	87523.9	64677.9	67757.9	64485.4	71219.7	74802.8	75866	61695.3	69269.8	52924.6	43678.3	43248.2	41146.4
ALDH9A1	173151	175217	140530	162348	51295.7	50491.9	47584.7	52206.2	107694	110904	106344	121790	108584	77968.8	81435.9	95383.2
ALDOA	636166	651487	498482	603518	642353	761770	675202	650907	748894	649593	590836	658460	552857	542061	623858	608001
ALDOC	21392.9	22637.2	15518.9	18775.1	164339	144737	154927	137218	19217	18404.1	16785.4	23407.1	15093.5	6159	4905.27	6605.88
ALG1	21769.8	20112	21325	20707.1	10756.7	10032.7	9973.72	10349.1	23359	23038.9	19929.7	22869.8	20082.6	18381.4	19980.8	20888.1
ALG11	8360.1	8213.17	9753.88	7796.5	2036.61	2192.67	1847.23	2281.16	4799.77	4205.45	4330.14	4538.82	5032.02	3691.57	4741.77	4855.99
ALG13	2364.91	2861.98	3978.73	2729.36	1774.98	1098.87	1519.27	1989.49	2397.52	2661.82	2836.57	2033.79	2504.18	1245.76	2399.97	2202.17
ALG2	22398.8	20874.1	26098	19605.2	7953.26	6244.72	7900.45	8067.65	14595.8	13721.8	13580.4	14156.5	21196	21631	19693.6	19130.8
ALG3	2445.2	2467.31	3554.93	2791.45	3016.03	2515.5	2086.25	1561.97	4795.61	4375.85	4385.73	3891.69	5309.69	6675.1	6969.72	5064.56
ALG5	5971.16	5846.03	7241.26	6691.92					12201.2	12658.3	11475.1	10495.7	10573.2	14027.5	14993.4	13825
ALG8	8386.62	6437.02	5114.81	6464.96	5996.24	7682.47	6266.35	7211.54	8024.53	8304.28	7845.44	8683.13	9134.08	8552.52	9282.69	9128.43
ALG9	1943.35	2946.8	2869.87	3847.92	1582.88	2334.18	3415.65	2863.1		2491.51	1816.85	1037.93	1011.38	1885.71	1704.7	1446.12
ALKBH4	7224.94	7251.91	6055.67	5916.63					5925.22	5971.49	6872.45	5969.75	6916.21	5224.3	4896.48	6323.89
ALKBH5	4289.81	5276.28	7248.5	6486.17	8683.93	8515.13	8703.4	10462.1	4229.36	6081.54	5023.81	4002.98	5199.27	4816.04	3397.19	3346.63
ALKBH8	2289.16	2788.9	1764.13	2274.83		3065.15	3520.69							2568.61		2634
ALMS1	695583	658121	321863	631493	1.86549e+06	2.43578e+06	2.15752e+06	2.43339e+06	2.16495e+06	1.53642e+06	761811	1.53971e+06	912233	2.62217e+06	1.93639e+06	1.31071e+06
ALOX12B	13053.4	11269.1	15974.2	7271.9	19711.6	7476.28	19132.1	15546.1	18886.9	24570.7	19231.3	12290	30150.2	6961.32	6527.64	16327.5
ALOX15		777.355								3439.76	3237.48	4064.98	9663.21	2537.51	2520.7	
ALOX5	5811.7	5694.89	5319.87	4152.3				3845.87	9796.61	10608.7	10258.2	12063.8	42461.6	46483.8	40181	43041.9
ALOX5AP	4530.77	7422.72	4967.42	2356.56	4025.12			3268.03	221753	290947	233130	256700	1.25513e+06	1.52786e+06	1.38778e+06	1.381e+06
ALOXE3		9058.01	12243.6	6700.32	12830.2	13230.5	13598	15770.8	12959.4	11774.9	17980.4			8841.32	7375.85	13804
ALPK1	635.721				2787.45	1869.99	2102.88	2381.58	2450.28	1399.76	1559.44	1263.41	2769.37	2182.72	1635.78	2752.92
ALPK2	1882.65	1874.38	1337.67	1027.64	915.969											
ALPL	10615.9	8858.43	11181	15438.7									2222.85			
ALYREF	34178.4	39192.5	38210.6	35852.7	35552.6	46413.8	36614.2	41235.3	39677.5	43314.2	27982.3	34000	31408.1	41080.3	43404.7	34197.4
AMACR	4989.01	5410.99	5083.79	2960.66					12534.7	11612.6	11194.9	13256.1	9309.25	6405.49	8136.57	8280.57
AMDHD2	10172.9	11136.4	10216.8	9130.74	11134.3	12748.9	9944.55	11271	110182	107480	95723.8	100398	24057.1	20614.6	20399.3	26908.8
AMFR	10267.8	10461.6	11648.3	10095.7	13410.3	15005.3	12515.4	13517.6	10956.7	8999.84	7584.89	9866.93	12083.8	7401.32	8657.74	11262
AMIGO2	9948.09	9156.77	9410.55	10604.9	6151.92	6297.29	7345.19	6003.94	1643.47	1366.38			2207.83	1788.21		
AMOTL1	2881.77	2477.09	2231.37	2677.86	1986.87	2302.26	2009.07	2155.26								
AMOTL2	7246.91	6690.68	5976.15	6687.6	5720.73	4513.71	4602.3	4943.45								
AMPD2	26999.6	27938.8	28661.4	24394.1	24605.1	27072.4	25920.1	25004.6	17982.5	18063.6	18284.9	16292.3	41258.4	36112.9	42575	38875.4
AMPD3									12457.9	17976.5	14483.4	12961.6	19119.3	21958.4	22935.7	22363.2
AMPH	17188.5	18356.9	15006.2	14133.1		2972.76	4810.34									
AMY1A	12460.4	4919.74	20535.5	2454	4104.81	5538.98	6039.74	4671.99	9153.49	12887.8	17855.3	16217.6	6690.1	11180.5	5178.79	7087.55
ANAPC1	6642.19	7239.15	6970.99	7061.76	4905.34	6245.33	5994.77	6175.56	5590.77	5393.15	4620.3	6405.79	7255.92	6360.4	5248.14	6252.84
ANAPC10	4021.63	3370.25	3300.04	3092.81	3163.65	2428.99			4046.33	3544.29	3631.38		4710.89	5410.74	4867.69	4406.83
ANAPC16	5942.51	6251.88	5901.38	6901.35	4292.05	4695.37	3939.62	4926.18	2263.9	4026.56	2826.67	4046.51	3339.38	2565.78	1551.64	4157.8
ANAPC2	6469.32	7966.19	6993.29	6509.15	13085.1	6613.59	10892.6	2825.09	6032.27	8204.23	8619.94	7792.75	7918.84	7417.74	5124.58	10134.7
ANAPC4	4113.36	4756.25	5341.92	6077.71	3892.92	3526.83	4855.32	3326.66	3557.86	4231.06	3609.53	4055.45	4390.62	4190.47	3948.05	4166.99
ANAPC5	3469.92	3716.99	3798.18	4163.3	3686.64	3843.36	3012.1	4095.24	2899.79	2677.68	2151.04	3354.32	2936.09	3529.24	3759.73	3011.17
ANAPC7	6130.52	5133.15	6377.78	5841.35	5574.55	6541.95	6308.1	7372.55	5540.04	6084.38	4377.75	5380.91	5449.9	5928.6	6566.58	5629.23
ANGEL2	1972.93	2183.28	2073.58	2281.12	1530.8	1113.84	1772.74	1600.2	1679.31	1416.47	1369.49		2122.43	1551.74	2104.08	2309.3
ANK2	12566.8	13394	11872.3	11949.6	3084.65	3305.93	2925.67	2722.46	3380.57	1274.23	1413.84	1387.87	2178.16		1469.27	1077.25
ANK3	18233.8	13093.5	13325.3	14475.8	7277.64	9209.59	8092.25	8555.85			1726.48				3695.77	
ANKFY1	29597.4	30954.2	36664.4	34959.1	16953.8	18372.4	14734.1	16476.8	54711.4	65699.8	58485.6	58900.4	35545	39135	36492.5	34935.3
ANKH	2635.36	2352.35	2744.53	2600.52	1629.87	2037.2	1566.54		6314.31	8937.07	6412.57	8158.96	3588.01	3058.64	3539.13	4407.36
ANKHD1	21126	17046.1	19418.3	17856.9	26530.8	24244.3	26766.1	26925.3	20219.8	14929.5	16392.1	20276.3	18917.8	12327	12526.4	15995.9
ANKLE2	13357	12970.7	12132.7	11543.4	16724	14098.5	16013.5	15937.8	7585.52	6215.32	5842.35	6820.75	8252.8	6982.06	6556.85	6800.62
ANKMY2	7639.82	11260.9	7659.67	6923.02	7475.06	8701.3	8108.94	7310.71	7532.27	8755.78	7845.94	8903.4	6645.31	6326.2	8257.18	6830.23
ANKRD11	451.944		516.645	1346.61				514.7							430.796	
ANKRD13A	6487.8	6348.03	5124.6	6585.71	6027.04	7497.82	5880.41	6619.52	8137.79	6893.57	7528.38	6257.8	4948.33	4148.4	5792.6	5444.91
ANKRD17	14223.7	13841.9	13106.2	13539.1	13708.5	11852.2	11679.9	12266.3	8933.6	8788.44	8363.7	9420.97	8215.15	8080.96	6692.83	7472.11
ANKRD22			4879.32		5231.25		2769.42	4453.66	2300.75	2652.62	3497.1	3408.63	11525.6	11833.9	10364.4	10898.3
ANKRD27	1978.35	1914.82	1225.36	1937.63		1893.02	2355.91	2940.36	3319.15	2236.62	2870.05	2186.49	882.305	1765.5	2163.05	1509.67
ANKRD28	8360.37	8514.84	7624.64	8220.1	9575.04	9311.65	7869.41	6782.41	4003.11	3662.97	5154.21	4350.28	3542.38	3428.68	4358.24	4369.27
ANKRD40	1791.5	1659.03	1592.56	1425.39	854.812	1227.27			1541.64	1419.97	1355.37	1786.18	1853.79	1306.09		1475.58
ANKRD44	5346.97	5715.65	5382.79	5035.55	5046.95	5305.31	5078.36	5276.12	11833	11729.4	12813.7	12836.1	16403.7	17055.8	16746.2	16730.7
ANKRD50	2105.39	1645.39	1604.83	2049.8	1176.06	1574.02	1407.24	1451.51	1011.14			1216.86			554.112	699.6
ANKRD52	12033.9	11406.4	9479.03	12818.1	7217.6	6709.48	6200.86	5757.85	4472.23	2625.6	3758.37	3088.4	3410.55	3198.18	2856.6	3058.53
ANKS1A	7760.43	7616.57	9193.5	5860.8	6904.55	6157.08			10992.6	9787.3	10970.9	9335.97	9357.83	8252.01	9610.51	10585.9
ANKZF1	5530.92	5254.62	6507.07	4307.75	5198.03	5374.59	4623.52	4202.17	3226.41	3616.45	4957.83	4141.27	4043.96	4400.93	2883.69	4538.72
ANLN	6581.95	8401.64	4150.51	10970.9	14896.5	17381.5	15343.6	20455.7	4505.98	7186.94	2949.44	6640.24			2729.13	
ANO10	31982.1	30812.8	31823	30058.7	9832.28	7718.04	8688.16	7416.59	7853.11	7408.99	8561.45	8660.65	5998.21	5540.1	5054.1	6260.23
ANO6	15925.9	13615.6	14108.8	12469.7	10190.6	11819.2	10746.5	9900.73	18259.4	14059.8	16610.1	18590.9	12880	11091.4	12427.2	12029.8
ANP32A	205907	123039	165948	150663	188532	196370	191662	170291	200365	209625	171337	202163	228603	270059	227338	210531
ANP32B	157789	179196	98215.6	192983	251230	210756	247877	229559	213541	194610	124818	177136	196006	174169	192117	152791
ANP32E	54281.7	48708.4	41169.6	46109.1	42034.5	51034	56743.7	48240.5	30842.3	37163	48402.4	40386.9	38329.6	41247.7	41092.2	42444
ANPEP	9226.15	11579.1	9834.72	9811.21	6256.42		5967.95		23419.5	17336.3	17755.5	23043.9	32563.2	34470.9	33778.4	35361.3
ANTKMT									704.249		665.145				796.459	
ANTXR1	1073.6		1300.25								1245.03					
ANTXR2	11609.4	10247.3	6968.2	11146.7	10641.9	8486.89	13769.4	10640.9	21539.2	16066.7	14344.8	20087.5	9504.05	6499.22	11007.1	10051
ANXA1	712907	606413	801861	749014	585895	883095	808898	912672	214984	188315	245680	194114	292064	647454	631151	310946
ANXA11	40536.3	42219.1	33849.5	37677.7	74639.7	84218.8	79842.1	78116.7	164585	154107	134081	150036	119775	89088	116779	118983
ANXA2	683230	846940	966640	845568	348490	591943	463778	459214	281237	287761	356085	152009	226547	613248	354304	243683
ANXA3	106999	128671	176585	132566	154378	167511	137752	147688	22487.6	25882.2	69608.4	28775.9	25927.6	36885.5	27034.7	23456.9
ANXA4	64303.6	86549.4	86871.7	82386.6	40294.6	43145.8	40279.6	36448.5	225428	287855	241007	209042	144644	167227	150147	132415
ANXA5	2.58465e+06	3.03424e+06	2.43579e+06	2.9671e+06	1.62075e+06	1.79608e+06	1.85181e+06	1.92594e+06	2.55961e+06	2.32185e+06	1.99389e+06	2.4202e+06	2.3538e+06	2.18189e+06	2.42096e+06	2.0459e+06
ANXA6	579802	702245	665695	706013	108635	120456	110083	116069	612911	692028	667511	611973	57957	81578.9	62435.9	72781.2
ANXA7	110657	129339	102831	120575	96659.5	108291	98949.8	110348	106964	112826	107080	114304	107196	94301.6	94302.4	91819.2
ANXA9	10198.8			5453.28	1835.43		1938.47		8827.76	4755.06	10909.5		12887.4	887.898	12576.9	12351.9
AOAH			5011.89	2950.81					7096.75	12015.2	8353.17	8334.13	5842.14	7184.57	4462.74	4648.53
AP1B1	42673.6	44998.3	34876.5	41783.2	39295	42745.4	40178.4	38722.6	182905	194079	162383	190867	105511	131031	138408	123895
AP1G1	46103.4	47744.6	44670.1	49447.9	32804	36201.5	32678.6	26938	51415.7	64002.6	61412.3	57012.8	48696.7	51779.6	48431.7	48173.1
AP1G2	2029.8	2393.75	1762.59	1916.89	3953.86	7060.19	3967.17		12053.5	10667.4	12494.9	12742.8	11870.5	11396	10688.6	12295.3
AP1M1	22799.8	26294.4	31118.8	21205.2	23622.2	20339.1	23470.8	18861.9	45175.2	43957.7	39557.7	39299	33031.1	38087.7	34962.7	37823.8
AP1S1	16719.1	14843.2	13701.2	9183.5	4285.89	3433.45	3868.07	3424.67	8979.01	6411.36	11588.1	14525.5	12929.8	5595.02	6480.06	12761
AP1S2	15975.7	14308.9	14029.8	14484.8	24262.2	26231.5	23573.9	24609.4	30308.3	29898.8	31291.1	32733.4	16819.1	20601	17755.7	17797.9
AP1S3	10642.9	6049.99	5689.61	7266.25	2990.24	6242.95	2947.6	4172.42					2609.15		2881.34	
AP2A1	90767.2	91967.8	97888.9	88249.4	21620.8	23893.6	19739.1	21160.5	48555.6	49218.7	51406.3	48615.2	49622.8	52953.6	53409.7	49019
AP2A2	45292.7	46081.8	48700.3	41602.7	25216.3	26807.2	18636.6	25211.3	102685	115380	98254.7	111612	45569.3	52456.5	51406.4	48722
AP2B1	68110.6	93260.9	121763	100374	24174.7	33889.4	19707.4	22788.5	48530	50602.2	54929.5	46651.6	33707.3	42309.5	46083.6	39147.6
AP2M1	197022	231099	205380	229155	72988.7	70093.4	70047.2	70491.7	198134	231059	207706	230539	135841	130685	116808	138377
AP2S1	253597	344729	425552	351549	57898.8	71346.7	47254.9	63474	373650	537231	488323	385873	259070	272490	245533	254782
AP3B1	94477.3	98386.8	86435.4	94584.8	48689.3	52518.1	49414.3	50727.6	102495	96957.4	94629.3	95085.1	84112.7	82984.1	89714.8	85402.6
AP3D1	38437.3	36741.9	36702.9	33349.1	23822.2	22564.4	18867.8	22485.7	46908.8	45675.8	47584.7	51155.6	38434.5	39974.8	44536.6	43596.7
AP3M1	30973	41364.5	38433.4	41897.7	14575.5	12263.8	14941.2	12120.4	34545.3	40435.3	29042.7	34171.4	23560.3	32384.6	31317.5	35552.5
AP3M2	4948.08	4236.51	2989.25	3622.69					4845.43	2997.87				2464.91		2912.36
AP3S1	19066.4	19829.4	25262.6	22579	9881.15	9579.43	11904.6	9098.17	23133.2	25348.3	21981.5	22104.5	18634.6	18920.8	18881.7	18103.5
AP3S2	4080.12	4272.24	4255.44	2865.58	9420.5	7157.82	8188.5	8421.28	11043.7	9434.06	8412.53	8975.49	12035.8	10880.7	11986.6	11402.5
AP4B1	1971.35	2715.77	2023.86	2743.61	1829.16				2334.49	1426.16		2671.72	3153.95	1830.07	1949.49	2049.65
AP4E1	7032.16	7325.83	6564.63	7025.81	4444.36	5389.91	4354.81	4133.99	5105.85	5150.61	5180.21	5742.12	6708.03	5724.36	6406.22	6808.39
AP4M1	3345.05	3911.8	3699.82	4203.42		4080.7	2152.49	2929.14	2321.02	3056.83	2483.87	2508.25	2765.85	4071.68	3167.22	3213.09
AP4S1	5596.01	5839.24	4618.63	5211	2122.25	1571.02	2198.7	2457.66	4658.86	3490.52	3162.19	5141.74	4956.43	4283.64	4518.32	4351.8
AP5B1	2450	2178.66	2301.59	2362.72	2061.63	2217.47	2510.69	1757.25	5580.45	5361.67	4744.87	4540.09	4324.83	4900.18	4538.02	4730.03
AP5M1	12327.8	10379.8	11078.5	10834.5		6581.62	5907.69	5724.1	19896.9	22038	18899.5	22042.2	15789.1	14439.1	15000.9	14639.2
AP5S1		1563.51	1394.72	1944.29		865.861			2854.9	4197.61	4184.76	1756.45	2412.47	2654.9	2379.5	1700.64
AP5Z1	5110.76	4317.07	4982.4	4655.85	3088.06	2824.31	2600.24	3166.93	9366.83	9222.67	8745.45	10382.1	6535.21	7259.53	5849.28	7066.56
APAF1	12955.6	10604.3	7480.12	8125.97	7566.79	8826.66	7271.97	5761.6	13429.4	10329.5	13148.1	14602.7	13271.6	9121.28	9661.83	11355.7
APBB1	4606.72	3908.25	4392.78	4148.27	9327.71	9008.87	10798.6	9801.61			1505.65					1820.53
APBB1IP	40158.1								23817.6	27863.2	29159.8	23042.3	43233.2	63255.2	61100.3	57737.6
APBB2	4340.85	5309.24	3954.83	5365.05	3739.67	4177.19	4031.37	4552.3					2335.59	2307.89	1894.9	
APEH	34138.6	36176	30800.2	34742.7	68649.5	79491.9	74187.1	76669.7	79834.8	87315.9	69156.2	89263.2	63378.9	64092.3	54821.2	61977.3
APEX1	81157.4	83622.6	87509	63690.3	50642.9	57744.1	52515.7	54455.9	111386	122246	104763	95576.9	122777	154363	140714	133617
APH1A	4668.41	7847.35	9334.58	7768.71	7778.42	9271.74	6630.81	7032.56	34533.9	26540.1	22409.6	21544.6	14089.2	9613.07	10207.8	10582.6
API5	65563.5	63807.1	67998.5	62795.5	87180.8	104587	82758.6	90042	69632.5	82512.3	67081.5	73507.9	73632.3	86895.1	74815.3	72855.6
APIP			6564.24		9353.09	6931.59	10383.2	8475	18548.9	9021.36	18447	15716.2	21463.3	24972.5	21530.1	20645.1
APLF	4963.1	3673.07	3892.11	4601.82	2763.51	3017.1	2879.24	3254.82	2899.57	2551.48				2368.57	2381.93	2678.34
APLP2	6523.33	4724.4	9030.8	5864.77	13794.5	7919.28	10145.5	7601.84	10724.8	6287.74	7764.09	7392.59	10701.8	9839.24	9360.43	12593.9
APMAP	57874	60139.1	60889.7	74059.6	43449.8	36598.9	46510	44393.1	63725.8	57737.7	55960.6	90755.5	57664.3	46857.3	65025	69308.7
APOA1	15717.2	16920.5	15990.4		14577.1	17025.7	12174.5	10326.6	17098.3	18573.9	24250.3	21353.4	17741.2	27809.6	18854.2	17068.2
